Region,Soil_Type,Start_Season,Number_of_Seasons,Crop1,Crop2,Crop3,Yield_t_per_ha,Carbon_Sequestration_kg_CO2
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,3.67,240.25
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,3.06,252.09
Maharashtra,Black,Zaid,2,Bottle Gourd,Groundnut,,3.04,217.84
West Bengal,Laterite,Zaid,2,Watermelon,Rice,,4.38,193.97
Rajasthan,Arid Sandy,Rabi,2,Wheat,Watermelon,,3.46,182.56
Punjab,Alluvial,Rabi,3,Barley,Bottle Gourd,Groundnut,2.75,242.56
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.94,211.71
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Barley,2.93,209.83
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.32,170.29
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Wheat,3.01,211.2
West Bengal,Laterite,Kharif,2,Rice,Mustard,,3.11,182.32
Punjab,Alluvial,Kharif,3,Rice,Mustard,Okra,2.69,197.98
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.88,211.58
West Bengal,Laterite,Zaid,2,Bottle Gourd,Groundnut,,3.38,241.86
Maharashtra,Black,Rabi,2,Mustard,Okra,,2.64,209.52
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Soybean,,3.27,219.21
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,2.6,213.69
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,2.71,249.71
West Bengal,Laterite,Zaid,3,Bottle Gourd,Maize,Mustard,2.74,195.51
West Bengal,Laterite,Kharif,3,Cotton,Peas,Watermelon,2.8,270.84
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Groundnut,2.89,276.72
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Okra,2.45,278.82
West Bengal,Laterite,Kharif,2,Cotton,Peas,,1.91,219.78
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Soybean,3.08,287.77
Rajasthan,Arid Sandy,Kharif,3,Cotton,Chickpea,Watermelon,2.86,240.04
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.39,254.78
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Okra,2.55,282.09
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Maize,3.01,278.97
Maharashtra,Black,Kharif,2,Cotton,Barley,,2.37,192.03
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Soybean,,2.92,257.6
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.78,224.01
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,2.53,232.58
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,2.5,164.38
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Groundnut,3.47,281.83
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.48,283.41
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,3.62,176.79
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,3.64,210.47
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.05,180.4
Punjab,Alluvial,Kharif,3,Cotton,Peas,Watermelon,3.07,245.17
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.55,232.65
West Bengal,Laterite,Zaid,2,Watermelon,Maize,,3.68,170.36
Punjab,Alluvial,Rabi,2,Peas,Watermelon,,3.37,244.78
Punjab,Alluvial,Rabi,2,Mustard,Cucumber,,3.27,172.1
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Wheat,2.76,213.81
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Peas,2.58,288.38
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,2.77,258.05
Tamil Nadu,Red,Kharif,3,Cotton,Wheat,Bottle Gourd,2.78,226.95
Maharashtra,Black,Zaid,2,Watermelon,Rice,,3.56,171.66
West Bengal,Laterite,Rabi,3,Barley,Bottle Gourd,Soybean,2.88,244.69
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.03,233.51
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.77,246.78
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.37,200.31
West Bengal,Laterite,Rabi,2,Peas,Watermelon,,3.13,216.05
Maharashtra,Black,Zaid,3,Bottle Gourd,Maize,Mustard,2.42,232.55
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.7,196.68
Rajasthan,Arid Sandy,Rabi,3,Wheat,Bottle Gourd,Soybean,2.85,254.83
West Bengal,Laterite,Rabi,2,Wheat,Bottle Gourd,,3.34,201.84
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.46,276.79
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.24,200.14
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.14,249.63
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.83,215.43
Maharashtra,Black,Rabi,2,Wheat,Bottle Gourd,,3.49,175.98
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.43,179.08
Maharashtra,Black,Zaid,3,Bottle Gourd,Soybean,Mustard,2.87,277.72
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Okra,2.63,199.39
Rajasthan,Arid Sandy,Kharif,2,Cotton,Barley,,2.39,183.63
Punjab,Alluvial,Zaid,3,Watermelon,Soybean,Mustard,2.68,254.4
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.76,232.49
Maharashtra,Black,Rabi,2,Chickpea,Watermelon,,3.41,237.97
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Wheat,2.94,233.68
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.63,202.93
Punjab,Alluvial,Zaid,2,Bottle Gourd,Rice,,4.48,177.01
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Maize,3.08,262.85
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Rice,,4.74,181.66
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.29,266.18
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.31,256.94
West Bengal,Laterite,Zaid,3,Bottle Gourd,Rice,Mustard,3.05,226.16
Maharashtra,Black,Kharif,3,Maize,Mustard,Cucumber,3.1,239.61
Tamil Nadu,Red,Rabi,2,Barley,Watermelon,,3.59,199.55
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Soybean,3.06,248.9
West Bengal,Laterite,Rabi,2,Peas,Bottle Gourd,,3.37,216.22
Punjab,Alluvial,Kharif,3,Rice,Mustard,Cucumber,3.47,198.62
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,2.72,222.22
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.33,160.95
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.36,176.67
West Bengal,Laterite,Zaid,2,Bottle Gourd,Soybean,,3.14,228.44
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Maize,2.73,247.33
Tamil Nadu,Red,Rabi,3,Mustard,Cucumber,Cotton,2.68,225.94
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.14,181.08
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,4.24,175.07
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Maize,3.11,262.22
Tamil Nadu,Red,Zaid,2,Watermelon,Groundnut,,3.15,248.67
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Peas,2.83,257.71
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Soybean,2.88,254.07
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.62,239.84
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,3.42,200.4
West Bengal,Laterite,Zaid,2,Bottle Gourd,Rice,,3.82,161.67
Rajasthan,Arid Sandy,Rabi,3,Barley,Bottle Gourd,Soybean,3.09,266.27
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Peas,3.14,246.51
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,2.91,209.98
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.53,178.08
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.56,214.34
Rajasthan,Arid Sandy,Rabi,3,Peas,Bottle Gourd,Maize,2.96,244.65
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Soybean,Mustard,2.77,282.92
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Soybean,,3.15,227.15
West Bengal,Laterite,Zaid,3,Bottle Gourd,Rice,Mustard,3.48,190.18
Maharashtra,Black,Zaid,2,Watermelon,Groundnut,,4.06,225.78
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.93,162.74
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.91,225.38
Maharashtra,Black,Kharif,2,Cotton,Chickpea,,2.3,218.38
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Soybean,3.27,285.82
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.15,250.18
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.52,173.38
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,4.05,198.79
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.26,253.84
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,3.37,238.65
Punjab,Alluvial,Rabi,3,Barley,Bottle Gourd,Soybean,3.01,251.02
West Bengal,Laterite,Zaid,2,Bottle Gourd,Rice,,4.86,163.25
Tamil Nadu,Red,Rabi,2,Barley,Bottle Gourd,,3.83,168.65
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Okra,2.87,276.78
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,2.04,224.76
Punjab,Alluvial,Rabi,3,Wheat,Bottle Gourd,Soybean,3.08,249.79
Punjab,Alluvial,Kharif,3,Maize,Mustard,Okra,2.18,212.05
Punjab,Alluvial,Zaid,2,Bottle Gourd,Groundnut,,3.14,243.18
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Rice,3.42,255.18
West Bengal,Laterite,Zaid,2,Bottle Gourd,Maize,,3.46,205.24
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,3.01,190.91
Punjab,Alluvial,Kharif,3,Rice,Mustard,Cucumber,2.88,227.69
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.76,216.3
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Barley,2.93,228.95
Maharashtra,Black,Kharif,2,Cotton,Chickpea,,2.35,214.32
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.75,287.36
Tamil Nadu,Red,Rabi,2,Mustard,Cucumber,,2.32,167.29
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Chickpea,2.72,263.15
Punjab,Alluvial,Kharif,3,Rice,Mustard,Cucumber,2.73,223.84
West Bengal,Laterite,Rabi,2,Peas,Bottle Gourd,,2.38,249.56
Maharashtra,Black,Rabi,2,Peas,Watermelon,,3.65,223.17
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,3.65,219.22
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Soybean,2.67,257.72
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.98,270.67
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.67,256.37
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.6,173.97
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Soybean,2.68,276.05
West Bengal,Laterite,Kharif,3,Cotton,Wheat,Bottle Gourd,3.18,237.85
West Bengal,Laterite,Rabi,2,Peas,Watermelon,,2.4,238.22
Maharashtra,Black,Kharif,3,Soybean,Mustard,Cucumber,2.75,271.34
West Bengal,Laterite,Kharif,2,Rice,Mustard,,2.39,162.09
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.57,240.92
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Bottle Gourd,Maize,3.34,281.55
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.13,206.88
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Maize,3.29,244.35
Punjab,Alluvial,Zaid,3,Watermelon,Maize,Mustard,3.16,222.6
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.39,255.91
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Chickpea,2.65,276.13
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,2.37,199.21
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Okra,2.1,254.04
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.93,162.44
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Soybean,3.02,255
Punjab,Alluvial,Kharif,3,Maize,Mustard,Okra,2.66,239.34
Rajasthan,Arid Sandy,Kharif,3,Cotton,Peas,Watermelon,2.35,247.71
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.25,271.46
Maharashtra,Black,Rabi,3,Chickpea,Bottle Gourd,Rice,3.11,289.07
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Watermelon,,2.87,214.27
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,3.37,232.7
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Maize,,3.34,170.88
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,2.7,278.84
Punjab,Alluvial,Rabi,3,Wheat,Bottle Gourd,Soybean,2.8,268.63
Tamil Nadu,Red,Rabi,2,Barley,Bottle Gourd,,3.34,181.47
West Bengal,Laterite,Zaid,3,Watermelon,Soybean,Mustard,2.6,269.12
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.42,192.43
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Rice,Mustard,3.58,197.04
Punjab,Alluvial,Zaid,3,Bottle Gourd,Groundnut,Mustard,3.01,245.63
Maharashtra,Black,Rabi,3,Peas,Bottle Gourd,Rice,3.2,272.17
Rajasthan,Arid Sandy,Rabi,2,Barley,Watermelon,,2.75,204.72
Maharashtra,Black,Rabi,3,Peas,Watermelon,Maize,2.67,288.32
Rajasthan,Arid Sandy,Rabi,2,Peas,Watermelon,,3.02,220.7
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.47,160.88
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Maize,3.15,260.12
Maharashtra,Black,Zaid,3,Bottle Gourd,Maize,Mustard,2.61,229.35
Tamil Nadu,Red,Rabi,2,Barley,Bottle Gourd,,2.98,200.34
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.16,200.47
Maharashtra,Black,Rabi,2,Chickpea,Watermelon,,3.36,259.73
West Bengal,Laterite,Zaid,2,Watermelon,Soybean,,3.1,211.85
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.69,227.4
Punjab,Alluvial,Zaid,2,Bottle Gourd,Groundnut,,3.72,233
Tamil Nadu,Red,Zaid,2,Watermelon,Groundnut,,3.49,236.45
Tamil Nadu,Red,Zaid,2,Watermelon,Maize,,3.29,188.92
Maharashtra,Black,Zaid,3,Watermelon,Groundnut,Mustard,2.54,289.99
Tamil Nadu,Red,Zaid,3,Watermelon,Rice,Mustard,2.65,200.72
Punjab,Alluvial,Kharif,2,Cotton,Wheat,,2.77,163.72
Maharashtra,Black,Kharif,3,Cotton,Barley,Watermelon,2.96,210.26
Maharashtra,Black,Rabi,3,Chickpea,Watermelon,Maize,3.67,253.4
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.8,178.21
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,3.4,227.14
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Okra,2.51,259.52
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.65,168.31
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.1,165.41
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.02,175.92
Tamil Nadu,Red,Zaid,3,Watermelon,Soybean,Mustard,2.36,254.32
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.8,232.51
West Bengal,Laterite,Kharif,3,Maize,Mustard,Okra,2.69,224.5
Maharashtra,Black,Rabi,3,Chickpea,Watermelon,Rice,3.9,286.95
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.42,186.11
Maharashtra,Black,Kharif,3,Cotton,Wheat,Bottle Gourd,2.93,235.57
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,2.2,224.55
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,2.1,221.86
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Watermelon,,2.93,234.14
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,4.16,179.74
Punjab,Alluvial,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.57,259.36
Tamil Nadu,Red,Zaid,3,Watermelon,Soybean,Mustard,2.49,260.06
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.45,249.88
Punjab,Alluvial,Zaid,3,Bottle Gourd,Maize,Mustard,2.94,225.26
West Bengal,Laterite,Rabi,2,Wheat,Bottle Gourd,,3.49,188.69
Maharashtra,Black,Rabi,2,Chickpea,Watermelon,,2.58,223.86
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.56,166.93
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Okra,2.91,191.25
West Bengal,Laterite,Rabi,3,Barley,Bottle Gourd,Soybean,3.15,278.64
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.24,164.13
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.39,218.7
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.37,198.26
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Wheat,3.4,220.14
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,2.87,285.38
West Bengal,Laterite,Rabi,2,Mustard,Cucumber,,3.16,160.24
Punjab,Alluvial,Rabi,3,Chickpea,Bottle Gourd,Maize,3.02,245.77
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,2.63,255.51
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.4,201.44
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Soybean,2.85,266.67
Punjab,Alluvial,Zaid,3,Watermelon,Maize,Mustard,3.22,232.82
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,3.2,213.87
Punjab,Alluvial,Kharif,2,Rice,Mustard,,3.19,179.61
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Groundnut,3.22,247.59
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.01,161.24
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,3.01,180.84
Rajasthan,Arid Sandy,Rabi,2,Peas,Bottle Gourd,,2.46,230.49
West Bengal,Laterite,Rabi,2,Chickpea,Watermelon,,3.82,231.95
Tamil Nadu,Red,Rabi,2,Mustard,Cucumber,,2.38,183.42
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,3.67,196.16
Maharashtra,Black,Zaid,2,Watermelon,Maize,,3.19,169.63
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.13,199.37
Maharashtra,Black,Rabi,3,Chickpea,Watermelon,Maize,3.14,265.29
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.64,186.55
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Maize,2.78,277.67
West Bengal,Laterite,Kharif,3,Maize,Mustard,Cucumber,3.15,190.32
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Groundnut,2.65,288.55
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Rice,Mustard,3.14,198.44
Maharashtra,Black,Kharif,3,Rice,Mustard,Cucumber,3.55,237.57
West Bengal,Laterite,Zaid,2,Watermelon,Groundnut,,3.14,234.85
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.12,200.87
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Wheat,2.95,217.1
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,2.81,205.61
Punjab,Alluvial,Kharif,2,Maize,Mustard,,2.59,160.18
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Soybean,2.99,272.93
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.48,279
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Cucumber,2.56,276.07
Punjab,Alluvial,Rabi,3,Barley,Bottle Gourd,Soybean,2.99,264.67
Maharashtra,Black,Zaid,2,Watermelon,Rice,,4.13,203.22
Tamil Nadu,Red,Rabi,2,Mustard,Okra,,2.07,197.08
West Bengal,Laterite,Rabi,2,Chickpea,Watermelon,,2.86,246.12
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Rice,2.76,246.53
Punjab,Alluvial,Zaid,2,Cucumber,Cotton,,2.84,208.48
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Cucumber,2.84,245.16
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Wheat,2.89,212.18
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.44,225.14
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.64,167.92
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,2.82,242.66
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Maize,Mustard,2.77,234.17
Tamil Nadu,Red,Zaid,3,Watermelon,Maize,Mustard,2.81,227.63
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.32,206.4
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Soybean,2.55,274.95
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.8,288.45
Maharashtra,Black,Kharif,3,Cotton,Barley,Bottle Gourd,2.68,219.77
Punjab,Alluvial,Zaid,3,Bottle Gourd,Rice,Mustard,2.9,195.68
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,1.95,258
Tamil Nadu,Red,Rabi,2,Wheat,Bottle Gourd,,3.14,190.52
Maharashtra,Black,Kharif,3,Groundnut,Mustard,Cucumber,2.76,271.87
Tamil Nadu,Red,Zaid,3,Watermelon,Groundnut,Mustard,2.86,283.15
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.91,248.97
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.38,188.73
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Rice,3.42,262.58
Rajasthan,Arid Sandy,Kharif,3,Cotton,Peas,Bottle Gourd,2.73,246.25
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.43,203.15
West Bengal,Laterite,Kharif,2,Cotton,Barley,,2.29,160.96
Tamil Nadu,Red,Kharif,2,Cotton,Barley,,2.29,171.12
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.18,256.71
Punjab,Alluvial,Kharif,2,Soybean,Mustard,,1.47,224.66
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Watermelon,,3.49,217.86
Maharashtra,Black,Kharif,3,Rice,Mustard,Okra,2.88,206.33
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.74,162.71
West Bengal,Laterite,Rabi,2,Barley,Bottle Gourd,,3.22,194.35
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Soybean,2.74,282.79
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,3.5,213.77
Punjab,Alluvial,Kharif,3,Rice,Mustard,Okra,3.23,236.58
Punjab,Alluvial,Zaid,3,Bottle Gourd,Soybean,Mustard,2.71,246.06
Rajasthan,Arid Sandy,Rabi,2,Mustard,Okra,,2.7,160.87
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,2.95,196.57
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,2.71,272.98
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Maize,3.12,274.64
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.7,224.23
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Maize,,3.59,185.67
Punjab,Alluvial,Rabi,3,Wheat,Watermelon,Soybean,2.99,263.66
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.63,241.76
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Maize,2.8,287.46
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.46,224.52
Maharashtra,Black,Zaid,2,Watermelon,Maize,,3.33,183.31
Punjab,Alluvial,Rabi,3,Chickpea,Watermelon,Rice,3.21,267.43
Rajasthan,Arid Sandy,Rabi,2,Barley,Watermelon,,3.52,207.19
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Soybean,Mustard,2.92,245.05
Rajasthan,Arid Sandy,Rabi,3,Peas,Bottle Gourd,Maize,3.29,250.36
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.46,220.48
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.5,181.43
Maharashtra,Black,Kharif,3,Soybean,Mustard,Okra,1.98,274.38
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,1.84,243.66
Punjab,Alluvial,Kharif,2,Cotton,Wheat,,2.31,200.9
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,4.14,185.36
Punjab,Alluvial,Zaid,2,Watermelon,Groundnut,,3.41,235.5
Maharashtra,Black,Rabi,3,Wheat,Watermelon,Soybean,3.34,252.44
Maharashtra,Black,Zaid,2,Bottle Gourd,Rice,,3.8,175.64
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.99,165.32
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.8,274.66
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Cucumber,2.91,192.78
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.65,161.95
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Rice,Mustard,3.22,226.83
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,1.98,231.57
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.32,198.57
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.43,183.68
West Bengal,Laterite,Rabi,3,Barley,Watermelon,Soybean,2.63,274.7
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,2.4,257.15
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Soybean,Mustard,2.6,240.32
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.63,270.78
Tamil Nadu,Red,Rabi,2,Barley,Watermelon,,3.39,198.85
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,1.93,197.78
West Bengal,Laterite,Kharif,2,Groundnut,Mustard,,2.14,227.09
Tamil Nadu,Red,Zaid,2,Watermelon,Rice,,3.72,185.12
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Cucumber,3.03,216.33
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.97,205.52
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,3.04,282.89
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,3.24,275.4
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Maize,Mustard,3.2,190.85
